id_habilidad,id_heroe,Héroe,Nombre de Habilidad,Descripción,Imagen
70,13,Kunkka,Tidal Wave,"En inglés: Tidal Wave.  Libera una Marejada detrás de Kunkka que inflige daño y arrastra consigo a los enemigos mientras dura. Los enemigos no pueden atacar mientras son arrastrados.",https://es.dotabuff.com/assets/skills/kunkka-tidal-wave-605-d9dd4a60675123c87a87cdec60e6233c717c790f6286bf588ff3acd05828c0db.jpg
71,13,Kunkka,Ghostship,"En inglés: Ghostship.  Invoca un barco fantasma que navega a través de la batalla antes de hacerse pedazos\, infligiendo daño y aturdiendo a todos los enemigos atrapados cerca del naufragio. Los héroes aliados que hayan sido tocados por el barco fantasma recibirán un buen trago del Ron del Almirante\, obteniendo velocidad de movimiento adicional y una reacción retardada al daño recibido.",https://es.dotabuff.com/assets/skills/kunkka-ghostship-5035-1ce01c6a380b7c9965241639cbdc725db1327543c0978b7ee047d298fdda494f.jpg
72,13,Kunkka,Return,"En inglés: Return.  Devuelve al héroe marcado a la X.",https://es.dotabuff.com/assets/skills/kunkka-return-5034-641d5555f6d74427f4b9adfe55b4d5c00a39793c94e76170829c8f9d1d64c905.jpg
73,14,Legion Commander,Overwhelming Odds,"En inglés: Overwhelming Odds.  Vuelve la superioridad numérica del enemigo en su contra\, infligiendo daño por cada unidad o héroe y otorgándote velocidad de ataque adicional. Inflige daño adicional a las ilusiones y unidades invocadas en forma de un porcentaje de su vida actual. Se puede lanzar durante la habilidad Duelo.",https://es.dotabuff.com/assets/skills/legion-commander-overwhelming-odds-5595-99c6d54ca76704cb9efb429647e741d8ad1d6824dbc85b0bc336268c4079ce0f.jpg
74,14,Legion Commander,Press The Attack,"En inglés: Press The Attack.  Elimina efectos negativos e incapacitaciones de la unidad objetivo aliada y le otorga velocidad de movimiento y regeneración de vida adicionales durante un corto período de tiempo.  TIPO DE DISIPACIÓN: Fuerte.",https://es.dotabuff.com/assets/skills/legion-commander-press-the-attack-5596-7f5e0bd85594d3d2daf0eaeadf609a11c30687b0f94e6b09a211bb3780b265bd.jpg
75,14,Legion Commander,Moment of Courage,"En inglés: Moment of Courage.  Al ser atacada\, Legion Commander tiene una probabilidad de contraatacar inmediatamente con robo de vida adicional.",https://es.dotabuff.com/assets/skills/legion-commander-moment-of-courage-5597-232297f6531c8aa70be5662e29cb2a00b5b855b235d4832d54fa906dcf324cd5.jpg
76,14,Legion Commander,Outfight Them!,"En inglés: Outfight Them!.  Atacar a un héroe enemigo que tenga un nivel superior al tuyo aumenta un 50 % tu regeneración de vida\, robo de vida y curación recibida durante 4 s.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
77,14,Legion Commander,Duel,"En inglés: Duel.  Legion Commander y el héroe enemigo objetivo se ven forzados a atacarse el uno al otro durante un breve período de tiempo. Ninguno de los dos héroes puede usar objetos o habilidades\, pero Legion Commander sí puede lanzar Probabilidades Adversas. Si uno de los dos héroes muere durante el efecto\, el héroe ganador del Duelo obtiene daño adicional permanente.",https://es.dotabuff.com/assets/skills/legion-commander-duel-5598-ffee5e0418c78dd94c403218a8a61996057670ce70b710ff6c78885fd5ca5479.jpg
78,15,Lifestealer,Rage,"En inglés: Rage.  Desencadena una furia enloquecida que te vuelve inmune a los efectos negativos y aumenta tu resistencia a la magia.  TIPO DE DISIPACIÓN: Básica.",https://es.dotabuff.com/assets/skills/lifestealer-rage-5249-7c4db44f670ff5e836da63f7edc371ca24120fe130aaff19817bbb82ba3b5d68.jpg
79,15,Lifestealer,Open Wounds,"En inglés: Open Wounds.  Lifestealer desgarra a una unidad enemiga\, ralentiza la velocidad de movimiento de la víctima y permite que todos los aliados recuperen como vida un porcentaje del daño que le causa a esa unidad. La víctima va recuperando velocidad de movimiento a lo largo de la duración de la habilidad.",https://es.dotabuff.com/assets/skills/lifestealer-open-wounds-5251-b58b374e2d739095af7f9c69f5e03117061028098c64d0e77ca8b7c4ec340b76.jpg
80,15,Lifestealer,Ghoul Frenzy,"En inglés: Ghoul Frenzy.  Otorga a Lifestealer velocidad de movimiento y de ataque de forma pasiva.",https://es.dotabuff.com/assets/skills/lifestealer-ghoul-frenzy-631-05498a4b11a5c7667fb17f70fd06c5aa0c8376798c8cf992d5619c34ff4be203.jpg
81,15,Lifestealer,Feast,"En inglés: Feast.  Los ataques de Lifestealer infligen daño y curan un porcentaje de la vida máxima de su objetivo. Permite que Lifestealer ataque a los creeps aliados que tienen un 75 % de vida. Lifestealer obtiene vida máxima permamente cada vez que mata a un creep o a un héroe.",https://es.dotabuff.com/assets/skills/lifestealer-feast-5250-9ab98e66e025fd06dae53150aa9f82a0f2b54ea2dab4f4ee0a2867c9f821531b.jpg
82,15,Lifestealer,Infest,"En inglés: Infest.  Lifestealer infesta el cuerpo de la unidad objetivo y permanece indetectable en su interior regenerando un porcentaje de su vida máxima cada segundo que permanece dentro. Puede entonces explotar desde el cuerpo del anfitrión infligiendo daño a los enemigos cercanos. Si la unidad infestada es un creep enemigo o neutral\, podrá tomar el control de la unidad para moverla y atacar\, y el creep perderá una parte de su vida máxima a lo largo del tiempo. No funciona con héroes enemigos.  TIPO DE DISIPACIÓN: Básica.",https://es.dotabuff.com/assets/skills/lifestealer-infest-5252-ae3785ee436002099e2458c97c0914f93a525d89261bf7bd8545055161262585.jpg
83,15,Lifestealer,Consume,"En inglés: Consume.  Lifestealer devora el cuerpo huésped desde el interior\, haciéndolo explotar desde dentro.",https://es.dotabuff.com/assets/skills/lifestealer-consume-5253-e2df62419eadc6e5d21f2c4832095250af979527032d2f225b0a782654a83fa9.jpg
84,16,Mars,Spear of Mars,"En inglés: Spear of Mars.  Mars arroja su legendaria lanza con precisión mortal y daña a cada unidad enemiga que golpea. Ensarta en la lanza al primer héroe enemigo al que alcanza y lo empuja hacia atrás. Si un héroe ensartado impacta contra un árbol\, una estructura o un acantilado\, quedará empalado y aturdido.",https://es.dotabuff.com/assets/skills/mars-spear-of-mars-6583-ce60e3d54be46dbfb7b2fd3982ba9b45f1f5c31e4ecb27e300da8e2b915d038f.jpg
85,16,Mars,God's Rebuke,"En inglés: God's Rebuke.  Mars aplasta a los enemigos frente a él con su escudo\, derribándolos y dañándolos con un impacto crítico basado en su ataque. Se añade daño adicional al golpear a héroes. Tiene Ataque Certero.",https://es.dotabuff.com/assets/skills/mars-gods-rebuke-6495-cd6c55836488b36d78e386c50a4d4e1696b719acdea42611a761376f0cc91571.jpg
86,16,Mars,Bulwark,"En inglés: Bulwark.  Mars maneja su enorme escudo para bloquear una parte de cada ataque físico cuando es alcanzado por delante o los lados.  Se puede activar o desactivar\, otorgando movimiento en fase\, eliminando la capacidad de Mars para atacar y bloqueando la dirección hacia la que mira. Cuando está activa\, reduce la velocidad de movimiento y redirige un 70 % de los proyectiles de ataque contra sus aliados hacia Mars.",https://es.dotabuff.com/assets/skills/mars-bulwark-6582-144b92fa2a37ac7ee0ed8035f25eae9137be1913e2e35cf09f2d5c3644526931.jpg
87,16,Mars,Dauntless,"En inglés: Dauntless.  Mars regenera más vida cuanto más superados en número estén él y sus aliados por héroes enemigos en un radio de 900.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
88,16,Mars,Arena Of Blood,"En inglés: Arena of Blood.  Tras un breve período de formación\, Mars invoca una arena bordeada por los guerreros no muertos de la Legión de Ceniza\, que bloquean los ataques y movimientos enemigos. Los héroes enemigos que se acerquen al borde interno de la arena serán atacados con lanzas\, que les infligirán daño y los harán retroceder.",https://es.dotabuff.com/assets/skills/mars-arena-of-blood-1416-1e09107071e5e448561b5db8c7f896963cacaefb4543e3c35df55677138e8a97.jpg
89,17,Night Stalker,Void,"En inglés: Void.  Crea un vacío dañino que ralentiza a una unidad enemiga e inflige daño. De noche\, Vacío también miniaturde\, interrumpiendo habilidades canalizadas\, y sus efectos son más prolongados.",https://es.dotabuff.com/assets/skills/night-stalker-void-5275-0602c1ed899b97bd61404167e9bde5d418f7b49d05e736bf975803753fb06780.jpg
90,17,Night Stalker,Crippling Fear,"En inglés: Crippling Fear.  Night Stalker horroriza a los enemigos cercanos\, silenciándolos y haciendo que sufran daño con el tiempo mientras estén cerca de él. El efecto dura más durante la noche.",https://es.dotabuff.com/assets/skills/night-stalker-crippling-fear-5276-625f67d7bb88c010082f67531a99ab02f158beecd13f1e51db7169396a13b753.jpg
91,17,Night Stalker,Hunter in the Night,"En inglés: Hunter in the Night.  Night Stalker está en sintonía con la noche\, lo que le permite moverse y atacar a gran velocidad.",https://es.dotabuff.com/assets/skills/night-stalker-hunter-in-the-night-5277-a84bb723f15b5332b33a94cf1aa1671335d048a1afc13f1011d239fe43f2e049.jpg
92,17,Night Stalker,Dark Ascension,"En inglés: Dark Ascension.  Night Stalker apaga el sol e invoca instantáneamente a la oscuridad para poder usar sus poderes al máximo. Night Stalker obtiene la capacidad de volar e inflige daño adicional mientras dure. Tiene visión sin obstáculos.",https://es.dotabuff.com/assets/skills/night-stalker-dark-ascension-5278-451699a287d712876008a00c1a0fa7b6b9045d8b38e193f8d0fdbc7dc92aaa1f.jpg
93,17,Night Stalker,Heart of Darkness,"En inglés: Heart of Darkness.  Durante la noche\, la regeneración de vida de Night Stalker aumenta un 40 %. Durante el día se reduce un 20 %.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
94,18,Ogre Magi,Fireblast,"En inglés: Fireblast.  Golpea a una unidad enemiga con una oleada de fuego\, infligiendo daño y aturdiendo al objetivo.",https://es.dotabuff.com/assets/skills/ogre-magi-fireblast-5438-f2f0bb365246551bc1c5a9b9239a24aea63ae62205094a0e6769c773fff8ce62.jpg
95,18,Ogre Magi,Ignite,"En inglés: Ignite.  Empapa al objetivo y a otra unidad aleatoria en sustancias químicas volátiles y los hace estallar en llamas. El objetivo sufre un inmenso dolor\, recibe daño y se mueve más lentamente.",https://es.dotabuff.com/assets/skills/ogre-magi-ignite-5439-f1f40cee2ba4cda6f0367967de0e1e779bff391fd35b589d70796f754a34d664.jpg
96,18,Ogre Magi,Bloodlust,"En inglés: Bloodlust.  Incita al frenesí en una unidad aliada\, aumentando su velocidad de movimiento y ataque. Otorga velocidad de ataque adicional si se lanza sobre el propio Ogre. Puede lanzarse sobre torres.",https://es.dotabuff.com/assets/skills/ogre-magi-bloodlust-5440-8e2095214d866d8b3151ebe770bff91248926d23743fb2a1c46ec14706e2eba9.jpg
97,18,Ogre Magi,Unrefined Fireblast,"En inglés: Unrefined Fireblast.  Golpea a una unidad enemiga con una oleada de fuego\, infligiendo daño (de 150 + 1.5 veces la fuerza de Ogre Magi) y aturdiendo al objetivo. Cuesta el 35 % del maná que Ogre Magi tenga en ese momento.",https://es.dotabuff.com/assets/skills/ogre-magi-unrefined-fireblast-5466-98aa9c0af898e0a7003724fe487621e8a4d267322bda9eb26b98c8d0f76bff63.jpg
98,18,Ogre Magi,Fire Shield,"En inglés: Fire Shield.  Crea un escudo alrededor del aliado objetivo\, absorbiendo un porcentaje del daño de los siguientes 3 ataques de héroes enemigos. Cuando se absorbe el daño\, se lanza una bola de fuego al atacante. Se puede lanzar sobre torres.",https://es.dotabuff.com/assets/skills/ogre-magi-fire-shield-648-21eccf3729042bb4a4d4a7fa40b96393eadbff2230794ef94af66782a9d33d45.jpg
99,18,Ogre Magi,Dumb Luck,"En inglés: Dumb Luck.  La inteligencia máxima de Ogre Magi es 0. Recibe maná y regeneración de maná de su fuerza.",https://es.dotabuff.com/assets/skills/ogre-magi-dumb-luck-1115-f514d68ca9a0574230b75e62540fc0c8c08ad307558abd8d97d8c0801349003c.jpg
100,18,Ogre Magi,Multicast,"En inglés: Multicast.  Permite a Ogre Magi utilizar sus habilidades y objetos varias veces con cada uso.",https://es.dotabuff.com/assets/skills/ogre-magi-multicast-5441-eeb150ac6ef63d9d1c66d94effa9d7af028b75339b59f1ec29f673fba8f37b8b.jpg
101,19,Omniknight,Purification,"En inglés: Purification.  Cura instantáneamente a una unidad aliada y daña a todas las unidades enemigas cercanas.",https://es.dotabuff.com/assets/skills/omniknight-purification-5263-8d6d52fe55432b5a0167eeac0b788e4f5687311a9e255fa8e2643899cab32c7e.jpg
102,19,Omniknight,Repel,"En inglés: Repel.  Otorga un 60 % de resistencia a la magia al objetivo\, además de fuerza adicional y regeneración de vida basadas en la cantidad de efectos negativos que tenga en ese momento.",https://es.dotabuff.com/assets/skills/omniknight-repel-895-8b0453d97c80cbf8ea2bcce0b4206c070008deb1823016c67c2810d1cd17f3c3.jpg
103,19,Omniknight,Hammer of Purity,"En inglés: Hammer of Purity.  Omniknight imbuye su martillo de poder sagrado y hace que su ataque inflija daño puro según un porcentaje de su daño base.",https://es.dotabuff.com/assets/skills/omniknight-hammer-of-purity-656-39bbaacf01271d2da9ffb9e29d95f729f0666d675710482d7030105d4a136076.jpg
104,19,Omniknight,Degen Aura,"En inglés: Degen Aura.  Degrada las capacidades de movimiento de las unidades enemigas que se acerquen demasiado.",https://es.dotabuff.com/assets/skills/omniknight-degen-aura-5265-ec25b3a167b9413785985754605fc952286b6d5dae83caa98202edb4cf3ddd7f.jpg
105,19,Omniknight,Guardian Angel,"En inglés: Guardian Angel.  Omniknight invoca un Ángel Guardián que otorga inmunidad contra el daño físico a las unidades aliadas de un área.",https://es.dotabuff.com/assets/skills/omniknight-guardian-angel-5266-a04e19dc99d8b84816bd7176adebea9b8dcd8442860341429eb72b558163332a.jpg
106,20,Primal Beast,Onslaught,"En inglés: Onslaught.  Primal Beast carga y luego corre hacia la dirección elegida\, haciendo retroceder a los enemigos y aliados por igual. Las unidades enemigas son dañadas y aturdidas al impactar. Cuanto más larga sea la duración de la carga\, más lejos llevará el impulso a Primal Beast.  Puede cancelarse en cualquier momento con la orden de cancelar la acción actual.",https://es.dotabuff.com/assets/skills/primal-beast-onslaught-992-161109030877d247ca8e25d8d7dd1d459a8ae52ef4afb8293fc75be6bdc49ef4.jpg
107,20,Primal Beast,Trample,"En inglés: Trample.  Primal Beast pisotea todo. Por cada 140 unidades recorridas\, todos los enemigos que estén alrededor de Beast reciben daño. Inflige daño base más un multiplicador del daño de ataque de Primal Beast. Primal Beast estará desarmado mientras dure la habilidad.",https://es.dotabuff.com/assets/skills/primal-beast-trample-994-7a1ee2965b965efb9af76efe145b39dd4a532e63230826d77dc0c31568045a96.jpg
108,20,Primal Beast,Uproar,"En inglés: Uproar.  El temperamento de Primal Beast hace que cada instancia de 50 de daño o más que Primal Beast recibe de los héroes enemigos otorgue una acumulación de Rugido.  Cuando se activa\, Primal Beast lanza un rugido que ralentiza a los enemigos a su alrededor y le otorga daño de ataque adicional y armadura durante 7 s en función de sus acumulaciones actuales de Rugido.",https://es.dotabuff.com/assets/skills/primal-beast-uproar-995-41b79f8ce7a3ae46b124b4990c964a6e69d99bb1313ee1a24cc15db73d77dae7.jpg
109,20,Primal Beast,Rock Throw,"En inglés: Rock Throw.  Primal Beast lanza una roca a la ubicación objetivo que aturde y daña a los enemigos. La roca no se puede lanzar dentro de una distancia mínima de Primal Beast. Tras aterrizar\, la roca se divide en 3 fragmentos adicionales que aterrizan detrás de la ubicación objetivo inicial.  Lanzamiento de Roca aumenta las acumulaciones de Rugido por cada héroe golpeado.",https://es.dotabuff.com/assets/skills/primal-beast-rock-throw-7739-70bb91f2945498c163345fcb5faf597117d3b4e63b98ef36b3b08ec6886ecf20.jpg
110,20,Primal Beast,Begin Onslaught,"En inglés: Begin Onslaught.  Empieza a correr hacia la ubicación especificada.",https://es.dotabuff.com/assets/skills/primal-beast-begin-onslaught-993-7736c34a17d54f6d0272dd2c86a7befa887d359d66f424d5083ef8af357dce07.jpg
111,20,Primal Beast,Pulverize,"En inglés: Pulverize.  CANALIZADA: Primal Beast canaliza su rabia\, agarrando al enemigo objetivo y golpeándolo en el suelo repetidamente\, dañando y miniaturdiendo a cualquier enemigo que se encuentre en el área de efecto. Cada golpe consecutivo inflige daño adicional. Dura 2.3 s.",https://es.dotabuff.com/assets/skills/primal-beast-pulverize-996-ca30acd30458a4beb98113b7902cb7add70857f78ed0470b3fb18ceb57fdde1e.jpg
112,20,Primal Beast,Colossal,"En inglés: Colossal.  Primal Beast inflige un 40 % más de daño a las estructuras.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
113,21,Pudge,Meat Hook,"En inglés: Meat Hook.  Lanza un gancho sangriento a una unidad o lugar. El gancho se encadenará a la primera unidad que encuentre\, arrastrándola hacia Pudge y matándola si es un creep no ancestral e infligiéndole daño si por el contrario es un enemigo.",https://es.dotabuff.com/assets/skills/pudge-meat-hook-5075-98674a79b2376c3abb9541b3da252c4ea3e3397a3a6461800631213533a759f1.jpg
